Age,Ht,TailLn,HairLn,BangLn,Reach,EarLobes,ClassName,ClassID
34.0,145.8,10.4,10.4,8.4,151.7,1,Bhuttan,+1
45.4,130.6,13.2,7.8,4.2,133.7,1,Assam,-1
47.9,139.5,8.5,10.3,7.9,145.0,0,Bhuttan,+1
57.3,168.0,16.9,9.9,6.6,173.6,0,Bhuttan,+1
48.3,137.0,11.1,9.1,4.3,139.2,0,Assam,-1
58.5,140.3,17.0,6.9,3.7,142.1,0,Assam,-1
39.3,126.8,15.6,11.0,6.2,133.5,1,Bhuttan,+1
45.3,135.4,7.1,13.3,8.3,141.8,1,Bhuttan,+1
17.5,139.6,11.7,9.8,3.3,141.0,1,Assam,-1
32.6,129.2,11.0,11.6,7.7,135.2,1,Bhuttan,+1
47.4,135.8,11.3,13.7,7.3,142.6,1,Bhuttan,+1
37.8,126.7,10.6,11.1,4.3,133.5,1,Bhuttan,+1
24.1,124.3,8.5,8.8,5.3,126.9,1,Assam,-1
48.3,137.6,6.9,8.4,5.3,138.9,1,Assam,-1
43.4,155.3,12.5,10.0,7.5,163.0,1,Bhuttan,+1
37.5,146.6,8.9,10.0,9.2,153.5,1,Bhuttan,+1
28.8,156.0,11.6,9.7,5.1,159.0,1,Assam,-1
38.0,126.9,12.7,9.4,8.1,132.2,1,Bhuttan,+1
56.6,140.1,8.9,4.8,5.3,142.8,1,Assam,-1
77.5,113.1,14.1,4.8,5.5,113.1,1,Assam,-1
66.8,163.4,18.7,10.3,5.2,166.8,0,Assam,-1
54.2,106.5,20.8,7.2,3.9,107.0,1,Assam,-1
29.8,123.4,4.5,11.2,8.2,128.7,1,Bhuttan,+1
48.7,162.6,9.1,9.0,5.2,164.5,1,Assam,-1
42.2,156.0,6.8,10.1,8.5,160.9,1,Bhuttan,+1
33.5,158.7,13.7,10.2,8.2,165.8,1,Bhuttan,+1
36.1,130.1,7.2,13.3,5.0,137.0,1,Bhuttan,+1
40.2,134.9,14.1,7.7,4.2,136.6,1,Assam,-1
47.6,111.2,12.7,11.0,5.6,117.4,1,Bhuttan,+1
42.4,131.3,17.1,13.5,7.7,137.6,1,Bhuttan,+1
58.2,135.6,9.5,7.5,4.2,136.8,1,Assam,-1
21.5,200.1,8.9,10.9,4.6,203.7,0,Assam,-1
36.3,126.3,10.0,11.6,6.6,132.7,0,Bhuttan,+1
65.2,146.3,17.4,8.0,4.3,150.1,0,Assam,-1
39.9,148.1,12.6,8.2,5.0,151.5,0,Assam,-1
41.6,129.0,6.2,7.5,5.7,135.7,0,Bhuttan,+1
53.2,147.5,15.4,8.8,5.0,147.5,0,Assam,-1
69.9,117.5,8.7,6.3,3.3,119.2,1,Assam,-1
43.7,137.8,10.7,12.8,6.0,143.9,0,Bhuttan,+1
35.9,131.2,9.4,10.8,9.6,136.8,1,Bhuttan,+1
46.1,158.7,10.7,7.7,7.0,165.0,1,Bhuttan,+1
41.5,163.3,7.3,11.5,7.5,168.6,0,Bhuttan,+1
59.6,152.8,9.2,7.7,7.1,158.3,1,Bhuttan,+1
31.1,132.2,8.5,10.0,7.3,137.7,1,Bhuttan,+1
52.8,154.2,4.8,9.2,8.2,160.5,1,Bhuttan,+1
72.3,139.0,12.9,5.5,2.9,141.0,1,Assam,-1
46.9,132.8,8.5,12.6,8.5,137.7,1,Bhuttan,+1
55.1,148.0,8.1,9.9,5.3,152.6,1,Bhuttan,+1
53.8,166.1,14.5,9.8,7.6,172.7,1,Bhuttan,+1
43.5,198.6,11.7,9.4,3.8,201.9,1,Assam,-1
34.4,155.6,9.3,12.2,5.4,162.5,0,Bhuttan,+1
36.7,114.9,6.1,7.3,5.3,118.7,0,Assam,-1
30.5,194.8,8.9,8.2,7.0,197.9,0,Assam,-1
39.9,137.6,11.7,10.9,5.9,142.0,1,Bhuttan,+1
38.7,159.7,16.1,7.8,4.8,162.4,0,Assam,-1
29.3,170.0,5.9,9.1,6.0,171.4,0,Assam,-1
50.8,146.5,9.9,7.5,4.2,148.6,0,Assam,-1
43.6,155.0,11.2,7.7,4.2,157.7,0,Assam,-1
46.4,124.9,8.3,9.8,8.8,128.5,1,Bhuttan,+1
24.6,135.0,16.3,10.9,6.9,141.3,1,Bhuttan,+1
69.7,197.1,11.1,9.6,5.0,199.1,1,Assam,-1
38.2,166.7,12.6,8.9,3.8,169.6,1,Assam,-1
57.0,129.2,11.4,9.2,6.8,134.9,1,Bhuttan,+1
64.4,167.8,12.5,8.6,6.2,168.5,0,Assam,-1
47.6,125.6,8.5,7.2,5.7,127.6,0,Assam,-1
56.2,141.9,14.7,7.3,6.4,143.6,0,Assam,-1
44.8,98.0,16.2,11.0,5.7,100.5,0,Assam,-1
34.3,148.7,9.5,9.2,6.7,155.9,1,Bhuttan,+1
36.8,162.5,13.3,10.3,4.2,164.4,1,Assam,-1
32.7,147.0,12.0,12.3,6.1,153.5,0,Bhuttan,+1
56.0,118.2,15.9,13.9,7.2,123.2,1,Bhuttan,+1
49.1,145.7,8.6,11.7,7.2,152.8,1,Bhuttan,+1
26.2,126.8,13.8,10.1,7.3,132.6,1,Bhuttan,+1
55.1,164.4,14.0,5.5,5.8,167.1,0,Assam,-1
44.8,138.0,11.6,9.9,6.7,144.1,1,Bhuttan,+1
48.0,114.7,13.9,7.4,5.4,115.9,1,Assam,-1
36.1,122.9,6.3,9.3,5.5,125.8,1,Assam,-1
42.0,166.8,14.6,10.1,4.9,167.8,1,Assam,-1
43.3,154.4,13.2,9.4,3.7,158.5,1,Assam,-1
32.0,154.6,16.2,7.4,7.1,159.0,1,Bhuttan,+1
53.4,166.6,13.0,8.7,4.8,166.9,0,Assam,-1
27.9,139.8,9.4,9.9,8.8,145.8,0,Bhuttan,+1
38.6,144.1,13.2,4.8,5.8,150.6,1,Bhuttan,+1
59.7,155.9,7.3,9.2,7.2,161.0,1,Bhuttan,+1
21.5,122.3,7.9,9.4,5.8,125.6,0,Assam,-1
35.4,153.2,11.6,11.4,5.5,160.9,1,Bhuttan,+1
42.7,144.1,17.0,10.0,7.3,151.5,1,Bhuttan,+1
30.0,164.1,5.9,9.7,6.6,169.3,1,Bhuttan,+1
34.6,122.1,7.5,9.3,7.5,127.0,1,Bhuttan,+1
65.1,133.5,13.7,9.1,5.2,140.5,1,Bhuttan,+1
30.6,158.9,1.8,9.7,7.9,164.8,1,Bhuttan,+1
39.7,131.2,5.1,11.1,7.1,137.2,1,Bhuttan,+1
65.0,132.3,11.0,8.2,4.2,132.8,1,Assam,-1
21.6,144.8,3.5,8.6,5.6,151.4,1,Bhuttan,+1
71.1,142.0,14.3,8.8,4.9,142.7,1,Assam,-1
43.9,144.2,10.3,6.0,4.3,146.8,0,Assam,-1
23.2,140.2,7.0,9.7,7.5,148.6,1,Bhuttan,+1
42.4,156.3,9.4,10.1,9.7,161.6,1,Bhuttan,+1
46.2,112.1,8.0,9.8,5.8,114.0,0,Assam,-1
43.6,112.0,7.9,11.9,6.0,117.8,1,Bhuttan,+1
57.1,156.5,8.4,6.3,7.4,161.4,0,Bhuttan,+1
42.1,147.7,11.7,6.8,8.3,153.4,1,Bhuttan,+1
40.6,140.5,5.4,10.8,4.0,143.3,0,Assam,-1
55.8,160.7,14.7,8.1,6.0,167.2,1,Bhuttan,+1
42.2,135.4,10.8,11.7,6.9,141.7,1,Bhuttan,+1
39.9,120.1,8.0,8.0,8.1,125.6,1,Bhuttan,+1
48.4,142.7,8.1,9.9,7.6,149.4,1,Bhuttan,+1
56.0,162.2,10.7,11.6,7.3,166.9,1,Bhuttan,+1
56.8,114.9,9.9,9.3,7.1,117.2,0,Assam,-1
40.2,122.7,10.4,7.8,4.2,125.4,0,Assam,-1
35.6,164.0,9.6,10.2,6.8,170.7,1,Bhuttan,+1
50.4,139.3,12.3,6.8,5.2,142.2,0,Assam,-1
30.4,126.6,4.4,5.3,7.0,131.7,0,Bhuttan,+1
32.5,144.3,10.6,6.2,4.7,147.6,1,Assam,-1
33.6,147.3,13.0,8.1,7.0,149.5,1,Assam,-1
33.1,150.3,9.4,9.3,6.6,156.2,1,Bhuttan,+1
62.7,157.8,8.1,10.4,6.4,164.6,1,Bhuttan,+1
50.1,153.6,12.2,5.4,5.6,156.0,1,Assam,-1
48.0,137.0,9.7,11.8,3.5,138.1,0,Assam,-1
33.9,140.9,7.4,11.5,6.1,145.1,0,Bhuttan,+1
38.0,183.8,9.9,8.8,7.0,187.3,1,Assam,-1
63.4,178.3,11.9,8.6,5.2,178.9,1,Assam,-1
47.3,137.3,3.0,10.4,7.0,143.1,0,Bhuttan,+1
56.4,147.6,5.6,8.1,7.1,153.4,1,Bhuttan,+1
67.9,185.1,5.7,10.2,3.6,186.8,0,Assam,-1
40.5,147.0,9.4,7.7,4.8,148.9,0,Assam,-1
48.7,152.9,11.2,9.3,7.5,159.4,0,Bhuttan,+1
35.1,139.4,5.5,5.6,2.6,140.0,0,Assam,-1
15.5,125.9,9.9,11.0,5.9,131.8,1,Bhuttan,+1
46.3,123.5,12.6,10.6,5.1,128.4,1,Bhuttan,+1
45.4,130.5,9.4,11.2,9.5,136.5,1,Bhuttan,+1
40.6,154.0,10.6,8.9,7.7,161.0,1,Bhuttan,+1
63.4,159.3,10.4,7.5,4.0,163.2,1,Assam,-1
31.6,179.4,11.8,11.2,5.3,180.6,0,Assam,-1
45.6,175.8,18.5,7.7,3.4,179.6,1,Assam,-1
52.8,139.7,11.1,9.5,5.2,141.3,0,Assam,-1
21.6,203.7,12.0,8.5,6.0,206.8,1,Assam,-1
44.1,144.9,11.2,10.4,8.0,149.7,1,Bhuttan,+1
25.1,133.2,7.6,6.2,5.8,138.9,1,Bhuttan,+1
49.0,138.7,10.1,10.0,5.9,144.0,1,Bhuttan,+1
16.9,166.6,10.3,7.7,5.0,169.4,1,Assam,-1
22.9,135.6,19.4,9.7,4.3,138.1,0,Assam,-1
31.2,175.0,12.8,11.0,5.0,177.7,1,Assam,-1
42.9,138.7,8.7,13.1,7.3,144.1,1,Bhuttan,+1
31.2,141.2,14.3,11.8,6.0,147.0,1,Bhuttan,+1
45.7,104.2,11.7,7.7,3.3,105.8,1,Assam,-1
49.3,114.4,13.5,10.6,3.2,117.7,0,Assam,-1
52.4,142.2,15.5,6.7,4.6,143.2,0,Assam,-1
60.6,143.4,13.7,12.3,8.7,148.4,1,Bhuttan,+1
51.2,136.3,14.4,10.6,6.8,144.4,1,Bhuttan,+1
38.3,153.1,5.8,11.4,3.0,156.3,1,Assam,-1
56.6,137.0,12.1,9.3,5.8,138.8,0,Assam,-1
36.4,123.9,7.7,10.4,8.3,129.7,1,Bhuttan,+1
66.5,194.7,12.7,8.7,6.5,198.4,1,Assam,-1
31.0,157.5,3.3,12.8,7.9,161.6,1,Bhuttan,+1
50.4,152.2,9.9,11.3,6.3,157.2,0,Bhuttan,+1
56.9,152.2,11.1,9.0,4.3,155.6,1,Assam,-1
28.5,131.8,4.6,10.0,7.8,135.0,1,Bhuttan,+1
53.2,159.8,13.9,7.6,5.0,163.3,0,Assam,-1
41.0,113.9,14.4,9.7,4.0,116.6,1,Assam,-1
79.9,111.5,12.4,8.4,5.8,114.2,1,Assam,-1
35.4,152.2,12.4,12.1,7.2,159.1,0,Bhuttan,+1
46.9,132.0,7.6,7.2,3.8,133.5,0,Assam,-1
65.9,129.8,6.6,7.9,6.5,135.5,1,Bhuttan,+1
54.8,196.6,11.3,9.3,5.7,199.8,1,Assam,-1
47.5,166.0,9.9,8.0,6.3,168.0,1,Assam,-1
59.0,145.2,10.7,6.7,7.5,150.0,1,Bhuttan,+1
59.0,139.2,7.4,10.3,6.9,145.0,0,Bhuttan,+1
42.8,145.8,10.1,10.4,7.0,152.3,1,Bhuttan,+1
57.1,133.7,6.1,4.7,3.8,135.6,0,Assam,-1
34.2,139.4,5.1,6.4,7.1,146.4,1,Bhuttan,+1
59.6,132.9,15.6,10.3,4.4,138.5,0,Bhuttan,+1
43.1,161.6,7.1,9.4,8.6,168.4,1,Bhuttan,+1
53.2,143.4,13.3,7.7,5.5,146.9,0,Assam,-1
68.7,175.3,15.5,8.1,5.8,176.3,1,Assam,-1
36.8,156.9,10.2,9.0,6.3,158.8,1,Assam,-1
32.6,145.9,5.0,12.9,7.3,151.0,1,Bhuttan,+1
41.2,125.2,12.0,9.7,9.0,129.8,1,Bhuttan,+1
35.5,147.8,11.5,6.4,7.0,153.6,1,Bhuttan,+1
58.6,114.9,6.4,5.7,6.1,117.0,1,Assam,-1
40.2,151.9,3.9,9.6,8.1,159.3,1,Bhuttan,+1
36.0,117.1,13.3,9.8,7.6,123.7,1,Bhuttan,+1
32.6,130.7,8.4,8.1,7.1,134.7,1,Bhuttan,+1
38.8,125.1,11.1,11.1,7.5,129.2,0,Bhuttan,+1
38.9,143.2,5.5,7.1,7.1,149.3,1,Bhuttan,+1
52.0,145.5,13.4,8.2,5.9,147.6,1,Assam,-1
55.9,113.6,18.8,7.8,5.5,116.8,1,Assam,-1
47.8,147.6,6.7,6.7,5.2,153.3,0,Bhuttan,+1
52.7,133.1,13.4,11.0,5.2,135.1,0,Assam,-1
36.4,144.1,9.3,6.6,6.5,150.5,1,Bhuttan,+1
53.6,156.5,8.4,8.9,5.4,158.4,0,Assam,-1
35.1,161.7,7.5,8.4,6.0,166.8,1,Bhuttan,+1
51.9,123.9,18.2,11.2,6.2,126.4,1,Assam,-1
61.1,144.2,15.7,6.5,4.8,144.2,0,Assam,-1
67.6,108.7,11.2,6.5,5.3,110.3,0,Assam,-1
61.2,165.5,8.7,8.1,4.3,168.8,1,Assam,-1
24.9,118.6,11.1,5.3,5.4,120.9,1,Assam,-1
47.4,114.5,15.8,7.4,5.7,116.1,0,Assam,-1
51.5,128.7,11.7,7.3,4.3,129.8,0,Assam,-1
58.6,124.0,8.2,8.5,5.5,126.4,1,Assam,-1
25.8,137.5,4.8,11.5,7.6,144.9,1,Bhuttan,+1
66.4,153.7,8.4,8.6,5.9,156.8,1,Assam,-1
37.8,110.8,16.7,9.2,5.0,114.0,1,Assam,-1
39.5,173.3,14.0,8.5,7.3,180.1,1,Bhuttan,+1
26.4,134.1,13.3,10.3,6.0,139.6,1,Bhuttan,+1
44.2,157.4,7.9,10.8,8.4,163.6,1,Bhuttan,+1
35.9,139.1,7.2,10.3,7.8,147.8,1,Bhuttan,+1
42.2,148.2,14.1,9.2,5.8,154.8,1,Bhuttan,+1
27.4,187.8,9.6,6.8,5.3,189.6,1,Assam,-1
55.9,179.2,11.8,11.7,7.8,185.2,1,Bhuttan,+1
41.2,120.3,8.8,12.3,8.5,127.9,1,Bhuttan,+1
52.3,144.4,15.2,9.3,4.1,145.3,0,Assam,-1
37.9,150.9,10.1,11.0,8.1,155.8,1,Bhuttan,+1
47.0,148.0,11.1,13.5,8.8,153.2,1,Bhuttan,+1
40.5,121.6,18.2,8.3,7.6,127.6,0,Bhuttan,+1
55.4,164.9,6.8,9.0,4.4,168.2,1,Assam,-1
39.4,107.4,11.6,5.8,6.5,109.8,0,Assam,-1
29.0,143.4,11.7,11.7,6.3,149.7,1,Bhuttan,+1
43.2,148.3,11.4,11.0,6.5,152.9,1,Bhuttan,+1
44.8,152.0,13.3,9.2,6.2,154.4,1,Assam,-1
41.5,142.7,6.1,12.2,7.0,148.6,1,Bhuttan,+1
51.5,143.7,6.4,9.9,5.1,150.1,1,Bhuttan,+1
39.3,153.1,9.7,9.6,6.9,156.5,1,Assam,-1
38.5,146.0,7.3,11.8,7.7,152.8,1,Bhuttan,+1
41.0,148.3,11.4,10.2,6.3,154.2,1,Bhuttan,+1
46.8,126.7,10.5,12.3,5.5,132.0,1,Bhuttan,+1
33.4,141.9,2.1,6.6,6.7,148.9,1,Bhuttan,+1
58.0,141.1,9.5,7.7,5.2,143.2,1,Assam,-1
34.2,204.6,17.8,5.4,4.9,207.2,1,Assam,-1
33.5,142.0,13.4,8.0,9.1,148.1,1,Bhuttan,+1
49.2,179.5,5.8,8.4,7.3,185.7,1,Bhuttan,+1
28.4,119.9,10.3,9.7,6.5,127.0,1,Bhuttan,+1
33.5,144.1,10.0,8.7,6.4,146.1,0,Assam,-1
25.5,131.1,8.6,9.2,7.9,139.3,1,Bhuttan,+1
46.2,151.4,6.8,9.9,7.8,156.9,1,Bhuttan,+1
40.7,152.4,7.8,9.6,8.3,158.7,0,Bhuttan,+1
36.3,123.1,18.5,10.9,7.9,130.2,1,Bhuttan,+1
36.3,168.5,12.6,7.5,5.7,173.3,1,Bhuttan,+1
47.2,128.1,15.7,8.9,5.9,130.6,1,Assam,-1
41.0,178.0,12.3,9.3,4.9,181.7,1,Assam,-1
30.9,144.3,8.8,11.4,6.6,147.4,1,Bhuttan,+1
46.1,141.3,13.2,10.2,6.0,146.3,0,Bhuttan,+1
15.8,142.7,10.6,7.6,6.3,147.2,1,Bhuttan,+1
43.7,162.5,12.1,12.2,6.9,169.0,1,Bhuttan,+1
39.8,134.8,16.8,11.0,4.2,137.8,1,Assam,-1
42.0,177.9,6.8,8.8,4.0,178.8,1,Assam,-1
38.7,191.6,9.8,6.6,3.9,194.6,1,Assam,-1
20.0,135.9,11.2,9.2,6.4,140.8,0,Bhuttan,+1
42.0,188.4,17.0,7.9,5.9,191.8,1,Assam,-1
45.1,154.2,15.5,8.2,7.7,160.2,1,Bhuttan,+1
52.5,132.1,9.5,7.3,5.2,133.4,0,Assam,-1
25.9,180.9,17.3,6.0,5.0,184.9,0,Assam,-1
50.9,136.1,11.4,9.9,5.2,137.8,1,Assam,-1
31.9,129.9,11.1,5.7,3.7,133.1,1,Assam,-1
29.6,187.8,15.1,10.0,5.2,191.3,1,Assam,-1
38.5,152.1,8.9,9.5,8.0,158.9,0,Bhuttan,+1
74.5,138.8,18.1,9.6,3.9,139.6,1,Assam,-1
46.3,161.4,16.6,9.3,5.7,164.4,0,Assam,-1
76.6,121.6,8.7,6.7,6.1,125.0,1,Assam,-1
59.5,143.4,6.8,8.2,6.0,143.8,0,Assam,-1
18.6,150.7,11.3,8.7,4.6,153.0,1,Assam,-1
31.9,128.1,10.0,8.1,5.6,130.2,0,Assam,-1
70.8,128.2,16.2,9.1,8.1,131.5,1,Assam,-1
60.9,153.8,9.8,12.5,6.5,159.9,0,Bhuttan,+1
49.9,150.3,10.7,9.9,8.8,156.2,1,Bhuttan,+1
38.6,135.2,10.1,12.4,9.9,140.3,1,Bhuttan,+1
37.2,131.0,2.3,10.9,6.8,138.5,1,Bhuttan,+1
47.9,149.3,18.3,7.8,5.6,152.2,1,Assam,-1
47.5,167.3,14.1,8.6,8.0,173.5,1,Bhuttan,+1
78.2,122.6,16.8,7.2,6.0,125.3,1,Assam,-1
30.0,148.9,12.1,7.0,5.5,149.4,1,Assam,-1
52.7,125.3,7.3,10.4,9.1,131.1,0,Bhuttan,+1
45.1,125.7,16.7,7.0,6.2,132.3,1,Bhuttan,+1
27.6,133.7,8.9,10.8,6.5,138.4,1,Bhuttan,+1
32.1,113.3,5.1,10.5,6.5,120.1,1,Bhuttan,+1
37.1,162.0,10.8,9.1,6.9,166.7,1,Bhuttan,+1
43.2,148.3,13.6,9.6,6.3,149.7,1,Assam,-1
43.0,138.6,10.4,6.0,5.7,139.1,0,Assam,-1
51.8,140.6,12.4,4.9,5.9,143.2,1,Assam,-1
45.6,168.3,8.0,8.0,5.6,174.3,0,Bhuttan,+1
56.0,136.5,7.8,11.5,7.8,143.0,1,Bhuttan,+1
42.5,135.6,15.7,11.6,6.2,141.0,1,Bhuttan,+1
48.4,105.9,13.6,9.4,6.6,107.5,1,Assam,-1
52.1,124.1,13.5,8.9,7.3,127.1,1,Assam,-1
33.7,144.8,5.0,13.0,7.6,152.4,1,Bhuttan,+1
42.6,147.9,14.2,7.3,7.8,153.3,1,Bhuttan,+1
48.8,114.2,16.7,9.9,3.9,115.1,1,Assam,-1
72.4,117.9,12.2,7.8,5.9,121.1,0,Assam,-1
47.2,138.7,10.3,7.5,4.8,144.5,1,Bhuttan,+1
61.3,169.6,12.0,8.8,7.3,175.1,1,Bhuttan,+1
31.5,150.2,13.5,7.8,5.0,153.7,0,Assam,-1
48.2,194.7,5.6,12.2,5.8,197.2,1,Assam,-1
38.5,136.6,14.3,9.6,5.5,142.5,1,Bhuttan,+1
47.1,158.2,6.7,7.2,4.3,160.8,1,Assam,-1
49.7,175.0,12.5,9.3,7.3,181.0,1,Bhuttan,+1
51.1,171.0,11.7,7.9,5.8,172.3,0,Assam,-1
42.8,124.3,6.7,12.2,6.2,130.5,1,Bhuttan,+1
44.2,146.4,7.6,9.6,9.1,152.7,0,Bhuttan,+1
57.5,130.2,13.0,7.2,2.8,132.7,1,Assam,-1
45.5,155.7,10.1,11.8,7.1,162.7,1,Bhuttan,+1
42.0,187.7,12.0,9.9,3.9,191.0,1,Assam,-1
48.3,164.3,8.2,8.6,6.8,170.6,1,Bhuttan,+1
50.0,144.1,15.0,11.7,8.5,150.5,0,Bhuttan,+1
41.3,161.6,11.6,9.2,5.8,168.0,1,Bhuttan,+1
40.6,119.8,6.7,8.7,6.2,120.0,1,Assam,-1
34.1,141.6,17.5,10.3,6.6,147.6,0,Bhuttan,+1
31.5,165.8,13.1,9.9,6.9,171.1,0,Bhuttan,+1
38.2,137.3,12.5,11.5,8.6,144.7,1,Bhuttan,+1
34.7,139.6,7.4,8.0,6.5,146.9,1,Bhuttan,+1
59.9,169.9,20.3,6.5,6.3,175.8,1,Bhuttan,+1
26.4,117.7,16.7,14.2,6.5,124.5,1,Bhuttan,+1
31.0,135.1,12.5,10.5,5.8,141.5,1,Bhuttan,+1
62.3,186.3,12.0,5.8,6.6,188.1,1,Assam,-1
46.1,143.9,13.2,9.1,7.3,150.7,1,Bhuttan,+1
36.9,146.7,14.2,11.3,6.2,152.6,1,Bhuttan,+1
74.0,114.9,9.2,9.1,4.2,117.4,1,Assam,-1
19.5,125.9,12.1,11.2,7.7,132.2,0,Bhuttan,+1
35.7,131.9,15.7,6.4,8.8,138.8,0,Bhuttan,+1
71.1,145.8,7.0,8.2,3.7,147.7,0,Assam,-1
50.6,156.9,8.5,8.1,8.2,162.0,1,Bhuttan,+1
41.8,125.8,17.1,8.5,6.6,133.4,1,Bhuttan,+1
27.7,152.2,15.0,8.0,7.1,158.9,0,Bhuttan,+1
55.0,139.5,14.8,9.7,6.7,145.0,1,Bhuttan,+1
43.6,155.6,4.9,7.6,4.9,158.7,0,Assam,-1
60.8,192.1,10.3,7.3,3.1,195.0,1,Assam,-1
46.2,157.7,13.3,8.5,7.8,163.9,1,Bhuttan,+1
35.1,169.2,11.3,6.4,6.1,171.2,0,Assam,-1
49.2,104.1,3.2,7.1,5.9,104.4,0,Assam,-1
54.0,132.2,8.7,9.9,6.7,137.3,1,Bhuttan,+1
60.2,124.3,11.6,8.6,5.3,127.2,1,Assam,-1
45.0,130.8,14.9,8.1,7.2,136.1,1,Bhuttan,+1
43.6,148.0,6.4,12.8,7.5,154.0,0,Bhuttan,+1
54.0,158.4,11.3,10.2,6.4,164.1,1,Bhuttan,+1
51.3,194.1,14.3,8.4,4.0,196.4,1,Assam,-1
38.9,138.3,10.0,9.8,6.0,145.8,1,Bhuttan,+1
18.2,137.4,13.0,6.5,8.5,144.2,0,Bhuttan,+1
28.8,195.2,15.3,8.3,4.5,197.5,1,Assam,-1
49.8,172.6,11.3,8.2,6.6,178.3,1,Bhuttan,+1
50.4,127.2,9.1,8.5,6.7,135.3,1,Bhuttan,+1
37.4,127.2,11.7,11.8,6.0,135.7,1,Bhuttan,+1
66.1,128.9,11.7,7.6,2.5,131.3,1,Assam,-1
30.1,151.0,11.2,8.2,7.0,158.0,1,Bhuttan,+1
62.0,153.2,11.2,11.6,6.2,159.3,1,Bhuttan,+1
66.7,101.6,14.2,8.4,4.7,103.8,0,Assam,-1
43.8,158.8,11.5,7.5,3.3,161.2,0,Assam,-1
45.2,129.6,9.4,11.3,6.0,134.1,1,Bhuttan,+1
38.9,157.1,9.6,6.7,7.1,163.2,0,Bhuttan,+1
31.7,109.4,11.5,9.0,4.5,110.4,1,Assam,-1
45.7,114.3,15.1,8.3,4.9,118.2,0,Assam,-1
71.3,121.7,9.7,7.7,5.8,125.1,0,Assam,-1
32.3,151.2,14.1,10.1,1.9,154.5,1,Assam,-1
47.1,155.9,11.8,7.2,7.3,161.1,1,Bhuttan,+1
38.4,147.8,11.1,9.2,5.3,148.7,1,Assam,-1
58.7,140.5,7.8,8.4,3.7,143.9,0,Assam,-1
47.2,122.9,9.6,11.9,8.9,130.3,1,Bhuttan,+1
52.6,184.4,10.4,7.3,5.4,186.6,1,Assam,-1
44.5,104.1,14.8,9.3,4.2,107.3,1,Assam,-1
63.6,127.3,11.1,5.1,5.4,130.4,1,Assam,-1
29.5,122.0,8.9,6.0,5.5,128.8,1,Bhuttan,+1
41.1,170.9,9.9,8.6,5.3,171.1,1,Assam,-1
35.7,112.3,1.6,7.6,7.2,121.0,1,Bhuttan,+1
59.4,172.1,11.5,8.6,5.9,173.5,1,Assam,-1
43.2,156.6,12.6,9.3,5.1,159.6,1,Assam,-1
51.1,111.7,15.4,9.7,5.3,114.6,0,Assam,-1
43.1,129.0,10.0,7.6,5.3,130.8,1,Assam,-1
20.2,123.4,7.5,8.6,8.0,130.7,0,Bhuttan,+1
61.1,126.0,5.2,6.1,3.8,128.4,1,Assam,-1
47.5,161.2,8.0,5.6,4.6,163.2,1,Assam,-1
42.3,116.3,10.2,7.5,5.7,118.1,1,Assam,-1
50.8,141.2,15.1,8.3,7.1,143.2,1,Assam,-1
39.2,179.6,9.9,11.2,5.1,182.2,1,Assam,-1
60.5,138.3,10.7,4.8,6.9,143.8,1,Bhuttan,+1
73.8,170.4,13.1,9.1,6.0,176.5,1,Bhuttan,+1
29.6,168.1,15.5,12.4,6.7,174.1,0,Bhuttan,+1
77.1,114.3,13.1,9.3,5.9,116.8,1,Assam,-1
64.8,174.5,13.8,10.8,6.7,180.3,1,Bhuttan,+1
50.6,117.6,10.0,8.4,4.3,120.4,0,Assam,-1
56.1,153.5,2.5,12.2,6.9,160.0,1,Bhuttan,+1
73.7,99.0,11.7,6.3,4.5,101.7,0,Assam,-1
33.2,150.5,10.5,9.1,6.6,156.0,0,Bhuttan,+1
41.0,123.4,5.4,10.4,6.6,129.4,1,Bhuttan,+1
34.1,155.5,4.3,9.1,8.2,161.4,1,Bhuttan,+1
34.7,157.9,8.1,10.1,6.5,164.3,1,Bhuttan,+1
40.0,148.7,11.5,8.0,4.8,152.4,1,Assam,-1
40.0,141.7,12.6,7.0,6.2,142.6,0,Assam,-1
39.3,139.7,7.1,9.0,7.8,145.1,1,Bhuttan,+1
52.1,183.3,14.6,8.1,2.7,186.1,1,Assam,-1
50.5,126.6,10.6,9.7,8.1,132.1,1,Bhuttan,+1
52.6,144.0,12.8,12.2,8.6,149.4,1,Bhuttan,+1
41.9,154.9,7.3,8.0,6.1,161.3,1,Bhuttan,+1
65.3,169.7,9.6,12.3,6.4,175.0,0,Bhuttan,+1
38.9,98.0,11.4,9.8,3.5,100.7,0,Assam,-1
41.1,139.2,7.2,11.7,7.3,143.7,1,Bhuttan,+1
38.6,165.8,10.8,7.9,6.0,167.3,1,Assam,-1
41.9,127.1,10.1,10.3,4.6,132.7,0,Bhuttan,+1
37.6,163.3,4.3,6.8,7.5,171.6,1,Bhuttan,+1
26.6,154.0,9.1,8.5,7.2,160.4,1,Bhuttan,+1
49.2,104.6,6.8,8.1,4.5,105.7,1,Assam,-1
51.8,113.1,14.5,12.6,7.6,120.3,1,Bhuttan,+1
76.6,165.2,13.0,7.6,5.5,168.0,0,Assam,-1
44.0,163.2,12.2,5.3,5.6,165.4,0,Assam,-1
32.0,142.9,5.3,9.7,8.2,149.2,0,Bhuttan,+1
39.2,181.7,10.2,7.0,4.9,185.3,1,Assam,-1
